entid,CaseType,Probability,lime
831905311,3,[0.08458276 0.13299338 0.28191529 0.50050857],"[('0.00 < BUSST <= 9.91', -0.326778368663452), ('region_id > 348.50', 0.18126367021021933), ('registertype > 8.00', -0.14757509651423767), ('certificate_num > 0.00', -0.13905576146495766), ('LIMPARNUM <= 0.00', -0.13348538785733996), ('taxtype5 <= 0.00', 0.09036868343558796), ('so1 <= 0.00', 0.07834787284530112), ('taxtype3 <= 0.00', 0.06170675933100561), ('ttype_abnormal_2 <= 0.00', 0.055103304427757446), ('taxtype2 <= 0.00', -0.04823504762703238)]"
838228613,3,[0.0265087  0.01322525 0.00773199 0.95253406],"[('BUSST > 11.00', 0.1544688770668127), ('registertype <= 8.00', 0.15231755798292806), ('certificate_num <= 0.00', 0.14117096484978076), ('taxtype3 <= 0.00', -0.13873034340844914), ('taxtype5 <= 0.00', -0.13747741320590365), ('taxtype1 <= 0.00', 0.12392663357232338), ('ttype_abnormal_2 <= 0.00', 0.09073289566589858), ('EXENUM <= 0.00', 0.07132062967467435), ('taxtype6 <= 0.00', 0.05924225750356824), ('taxtype2 <= 0.00', 0.02480460593041389)]"
329457193,1,[0.02693706 0.62385047 0.11817741 0.23103507],"[('0.00 < BUSST <= 9.91', 0.14335886291588376), ('taxtype3 <= 0.00', -0.1294442439237791), ('INDUSTRYPHY <= 10.00', 0.12064350565856273), ('taxtype5 <= 0.00', -0.11298315588740669), ('registertype > 8.00', 0.09026452323033465), ('tax_dum <= 0.00', -0.0745802061855514), ('region_id > 348.50', -0.0743791116324462), ('TRANSAM_delta <= 5.49', 0.07014884558185383), ('taxtype4 <= 0.00', -0.06452695599094957), ('taxtype0 <= 0.00', 0.06352963419413464)]"
46414805,3,[0.01453716 0.01408327 0.00691882 0.96446076],"[('BUSST > 11.00', 0.19244537403358933), ('taxtype1 <= 0.00', 0.185411208173546), ('registertype <= 8.00', 0.16354340080273103), ('honor_num <= 0.00', -0.1565163369858243), ('taxtype0 <= 0.00', -0.11803416727291724), ('certificate_num <= 0.00', 0.11157668763975306), ('tax_dum <= 0.00', -0.08314329113404846), ('taxtype6 <= 0.00', -0.07573578118451985), ('so1 <= 0.00', 0.06929093589456835), ('EXENUM <= 0.00', 0.06250868286932101)]"
1012943604,3,[0.00840385 0.12441797 0.01466879 0.85250939],"[('region_id > 348.50', 0.17617475731316404), ('BUSST > 11.00', 0.161471474989994), ('EXENUM <= 0.00', 0.14677326645377556), ('registertype > 8.00', -0.14332438037034678), ('certificate_num <= 0.00', 0.1306488749538964), ('ttype_abnormal_2 <= 0.00', 0.10479589784676936), ('so1 <= 0.00', 0.08449013373675344), ('taxtype0 <= 0.00', 0.07590964937771909), ('taxtype2 <= 0.00', 0.06595053095985322), ('taxtype6 <= 0.00', -0.038160420325551725)]"
736068225,3,[0.01415834 0.0467926  0.00669566 0.9323534 ],"[('registertype <= 8.00', 0.18388955865242912), ('BUSST > 11.00', 0.1733451265720421), ('certificate_num <= 0.00', 0.13022727667287703), ('ttype_abnormal_2 <= 0.00', 0.08761832554790903), ('so1 <= 0.00', 0.07502554214345714), ('honor_num <= 0.00', -0.07070009441744571), ('region_id <= 68.00', -0.0577085466319043), ('tax_dum <= 0.00', 0.04974075954012758), ('illegad_num <= 0.00', -0.04857928832369893), ('taxtype6 <= 0.00', 0.038937764028163284)]"
285835048,3,[0.00781284 0.02159163 0.00888022 0.96171531],"[('BUSST > 11.00', 0.199661301562433), ('region_id > 348.50', 0.18581760577033457), ('registertype > 8.00', -0.14597554142636945), ('certificate_num <= 0.00', 0.12209102202105102), ('EXENUM <= 0.00', 0.08123762592414897), ('LIMPARNUM <= 0.00', -0.08037060125031797), ('taxtype0 <= 0.00', 0.07579686142185524), ('ttype_abnormal_2 <= 0.00', 0.07398906346565659), ('taxtype4 <= 0.00', 0.04690540383016839), ('taxtype5 <= 0.00', -0.044778181834879874)]"
602830192,3,[0.10164283 0.20828961 0.15076799 0.53929957],"[('0.00 < BUSST <= 9.91', -0.3077940662165009), ('taxtype6 <= 0.00', 0.1648908262142184), ('registertype > 8.00', -0.16168516273374955), ('LIMPARNUM <= 0.00', 0.1307199612773611), ('certificate_num <= 0.00', 0.12089717055604975), ('so1 <= 0.00', 0.09543057449411001), ('taxtype1 <= 0.00', 0.08427506771037456), ('region_id <= 68.00', -0.07443415738685945), ('PROGRO <= 3076.90', 0.06958284495598148), ('taxtype5 <= 0.00', -0.05182503830935081)]"
5286196,3,[0.09777201 0.15593245 0.05713808 0.68915746],"[('0.00 < BUSST <= 9.91', -0.32316477599555155), ('registertype > 8.00', -0.1494956154920554), ('certificate_num <= 0.00', 0.12619545253810166), ('taxtype0 <= 0.00', -0.11379529416096351), ('taxtype1 <= 0.00', -0.11090914212877787), ('tax_dum <= 0.00', 0.09889515411986469), ('LIMPARNUM <= 0.00', 0.08757958862220326), ('so1 <= 0.00', 0.06630672973186819), ('honor_num <= 0.00', -0.06306547478623252), ('region_id <= 68.00', -0.06306038612209285)]"
1008020250,1,[0.0253718  0.69028112 0.0543386  0.23000849],"[('0.00 < BUSST <= 9.91', 0.1457434812140017), ('INDUSTRYPHY <= 10.00', 0.11974467641514039), ('registertype <= 8.00', -0.10578311465821184), ('taxtype0 <= 0.00', 0.08370248558802365), ('taxtype4 <= 0.00', 0.05907196682777132), ('web_dum <= 0.00', -0.048472039787157785), ('LIMPARNUM <= 0.00', 0.04766127915990142), ('CONAM_delta <= 0.00', -0.04603761493732605), ('TRANSAM_delta <= 5.49', -0.03211076849983489), ('taxtype6 <= 0.00', 0.030385261698791407)]"
1037971451,1,[0.03503479 0.73299814 0.01719834 0.21476873],"[('0.00 < BUSST <= 9.91', 0.13944918671674106), ('INDUSTRYPHY <= 10.00', 0.12437713555888949), ('taxtype3 <= 0.00', -0.1203432755463737), ('registertype <= 8.00', -0.10417139256330464), ('EXENUM <= 0.00', -0.07146261850591551), ('honor_num <= 0.00', 0.06781400133591337), ('web_dum <= 0.00', -0.06140154828153247), ('CONAM_delta <= 0.00', -0.05971429719217625), ('taxtype0 <= 0.00', 0.059501027552241924), ('taxtype2 <= 0.00', -0.03918068817325147)]"
1120440764,3,[0.01005231 0.05616432 0.0073306  0.92645278],"[('BUSST > 11.00', 0.16406166611138376), ('registertype <= 8.00', 0.15755171891427824), ('LIMPARNUM <= 0.00', -0.1499045781050713), ('honor_num <= 0.00', 0.12756692765800415), ('taxtype0 <= 0.00', 0.1182497358380884), ('certificate_num <= 0.00', 0.11203911221961418), ('illegad_num <= 0.00', -0.10454444743643032), ('PROGRO <= 3076.90', -0.0954502787644212), ('so1 <= 0.00', 0.09260304429720792), ('taxtype4 <= 0.00', -0.07621982041633875)]"
437089981,3,[0.00760566 0.020517   0.00846432 0.96341303],"[('taxtype2 <= 0.00', -0.17560642784262678), ('BUSST > 11.00', 0.1693022359028005), ('registertype > 8.00', -0.14427570019616748), ('certificate_num <= 0.00', 0.11572120486404466), ('EXENUM <= 0.00', 0.11546790930521982), ('honor_num <= 0.00', 0.09550229007813493), ('LIMPARNUM <= 0.00', 0.08941358595440942), ('ttype_shareholder_1.0 <= 0.00', 0.0764731867009505), ('TRANSAM_delta <= 5.49', -0.06747519852932574), ('taxtype3 <= 0.00', -0.060752664055979004)]"
461240842,3,[0.00737888 0.01624146 0.00841075 0.9679689 ],"[('BUSST > 11.00', 0.2009794205518339), ('region_id > 348.50', 0.18074235567436686), ('registertype > 8.00', -0.16696608267826166), ('taxtype6 <= 0.00', 0.14148392699228662), ('certificate_num <= 0.00', 0.12943102577169383), ('taxtype1 <= 0.00', -0.12022246079926957), ('taxtype2 <= 0.00', -0.11676141247800174), ('taxtype3 <= 0.00', 0.11500826083392533), ('so1 <= 0.00', 0.09109180300893258), ('ttype_abnormal_2 <= 0.00', 0.042642285112774014)]"
358876705,3,[0.00992082 0.037644   0.02309453 0.92934066],"[('taxtype2 <= 0.00', -0.21945267522272613), ('honor_num <= 0.00', 0.20415255219144363), ('region_id > 348.50', 0.18329073230397686), ('taxtype3 <= 0.00', 0.1709285996520738), ('BUSST > 11.00', 0.16724306591840626), ('registertype > 8.00', -0.1598125042623036), ('certificate_num <= 0.00', 0.13758197619426857), ('taxtype0 <= 0.00', -0.12382328769255661), ('tax_dum <= 0.00', -0.10966974749214575), ('LIMPARNUM <= 0.00', -0.10886274656698193)]"
1190952326,3,[0.0150845  0.04549729 0.00915207 0.93026615],"[('BUSST > 11.00', 0.18973572874658742), ('region_id > 348.50', 0.1756282641819999), ('registertype > 8.00', -0.15507510822263515), ('EXENUM <= 0.00', 0.12730070648773573), ('taxtype1 <= 0.00', 0.1206766098284553), ('certificate_num <= 0.00', 0.11838894549794209), ('taxtype5 <= 0.00', 0.10926661190461395), ('honor_num <= 0.00', 0.10617080274108624), ('so1 <= 0.00', 0.09238730875830306), ('taxtype3 <= 0.00', -0.05365148220909507)]"
267619155,3,[0.01356089 0.15382692 0.01875972 0.81385248],"[('taxtype6 <= 0.00', -0.19114684665738385), ('BUSST > 11.00', 0.18984078051954484), ('tax_dum <= 0.00', 0.16521454568127492), ('registertype <= 8.00', 0.15307838659387102), ('taxtype5 <= 0.00', -0.14809298310122868), ('honor_num <= 0.00', 0.13888786712077322), ('certificate_num > 0.00', -0.13187069681010777), ('taxtype0 <= 0.00', 0.11826942221454705), ('EXENUM <= 0.00', 0.1113303103356739), ('taxtype2 <= 0.00', 0.09730312519080556)]"
409620237,3,[0.01508535 0.07789142 0.00748792 0.8995353 ],"[('BUSST > 11.00', 0.18379785373169666), ('taxtype6 <= 0.00', 0.15878526295300713), ('registertype <= 8.00', 0.1440805332195798), ('certificate_num <= 0.00', 0.13151042799510587), ('taxtype2 <= 0.00', 0.11566504984603566), ('PROGRO <= 3076.90', 0.10338467329081345), ('TRANSAM_delta <= 5.49', -0.10302222612187703), ('taxtype1 <= 0.00', 0.09381484625276555), ('tax_dum <= 0.00', -0.05911828321728462), ('honor_num <= 0.00', 0.054210087780804606)]"
218378462,3,[0.01321423 0.04924745 0.00648209 0.93105623],"[('BUSST > 11.00', 0.17326031070864073), ('registertype <= 8.00', 0.15667282179709413), ('tax_dum <= 0.00', -0.14818953279176972), ('taxtype1 <= 0.00', -0.12903701208556498), ('certificate_num <= 0.00', 0.11704394658847664), ('honor_num <= 0.00', -0.11375136944317613), ('LIMPARNUM <= 0.00', -0.10115907873038951), ('taxtype5 <= 0.00', 0.09644062354499364), ('taxtype4 <= 0.00', 0.09583603414681971), ('EXENUM <= 0.00', 0.021239273996521743)]"
406799961,4,[0.07615805 0.33187771 0.17939783 0.41256641],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
408897556,3,[0.00731259 0.11443445 0.0088527  0.86940026],"[('region_id > 348.50', 0.17214561846816342), ('BUSST > 11.00', 0.16234028552606983), ('LIMPARNUM <= 0.00', 0.15436192576799232), ('registertype > 8.00', -0.152103332757387), ('certificate_num <= 0.00', 0.13308862277922323), ('EXENUM <= 0.00', 0.11749182575722304), ('taxtype4 <= 0.00', 0.11352093079850879), ('taxtype2 <= 0.00', -0.10268516651827476), ('taxtype0 <= 0.00', -0.07090707013589756), ('taxtype3 <= 0.00', -0.05596406324053483)]"
1064108542,3,[0.00902598 0.05465038 0.01037906 0.92594458],"[('taxtype3 <= 0.00', 0.19752003913219707), ('region_id > 348.50', 0.1814784064685792), ('BUSST > 11.00', 0.1619164104076975), ('registertype > 8.00', -0.15116438603477375), ('certificate_num <= 0.00', 0.14118747954682476), ('taxtype0 <= 0.00', 0.13209549370354584), ('taxtype6 <= 0.00', 0.11663724614063013), ('taxtype5 <= 0.00', -0.11631854906896402), ('EXENUM <= 0.00', 0.10232887240058655), ('honor_num <= 0.00', 0.09835577843384546)]"
803824964,4,[0.04178132 0.46381947 0.02453058 0.46986863],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1153681583,3,[0.01321423 0.04924745 0.00648209 0.93105623],"[('taxtype0 <= 0.00', 0.2992673545512391), ('BUSST > 11.00', 0.17714905114722976), ('registertype <= 8.00', 0.140754857958859), ('certificate_num <= 0.00', 0.12797445755504958), ('province_1 <= 0.00', 0.1256007402663831), ('taxtype5 <= 0.00', -0.11195572576600112), ('cdate <= 0.00', 0.07913493006313944), ('ttype_abnormal_2 <= 0.00', 0.07541619446091964), ('so1 <= 0.00', 0.06986633883581113), ('taxtype4 <= 0.00', -0.06107110519592533)]"
1222706126,3,[0.05802354 0.35968833 0.03578333 0.5465048 ],"[('taxtype0 <= 0.00', 0.20603281930142228), ('BUSST > 11.00', 0.18103612018407653), ('region_id > 348.50', 0.17814701748676975), ('registertype > 8.00', -0.15936330559787223), ('certificate_num <= 0.00', 0.12833649069954264), ('so1 <= 0.00', 0.08228681201034714), ('taxtype4 <= 0.00', 0.08025210397400362), ('EXENUM <= 0.00', 0.06262712537290067), ('-1.00 < entertype_tax <= 0.00', -0.060071190025319056), ('TRANSAM_delta <= 5.49', 0.041065339252350404)]"
767528835,1,[0.02892114 0.76328622 0.03353689 0.17425576],"[('0.00 < BUSST <= 9.91', 0.14542856486546263), ('INDUSTRYPHY <= 10.00', 0.12718479348940387), ('registertype > 8.00', 0.10663288650382632), ('region_id > 348.50', -0.07474643170419862), ('taxtype2 <= 0.00', 0.06893817993977318), ('web_dum <= 0.00', -0.05746586025625563), ('taxtype5 <= 0.00', 0.053055641757711866), ('LIMPARNUM <= 0.00', 0.04868292498014452), ('EXENUM <= 0.00', -0.04513110789088854), ('ttype_abnormal_2 <= 0.00', 0.042593089944267276)]"
11458538,3,[0.01486109 0.02573687 0.01703803 0.94236401],"[('region_id > 348.50', 0.1791684154537218), ('BUSST > 11.00', 0.16218328106880606), ('taxtype3 <= 0.00', 0.15593153905168436), ('registertype > 8.00', -0.14383240677315978), ('certificate_num <= 0.00', 0.12394870301053366), ('EXENUM <= 0.00', 0.12151708009345459), ('ttype_abnormal_2 <= 0.00', 0.09960678690055365), ('taxtype1 <= 0.00', -0.08469894743945512), ('taxtype6 <= 0.00', 0.04603302805130732), ('honor_num <= 0.00', 0.02731923282039351)]"
716323930,1,[0.07256732 0.61481656 0.17508661 0.13752951],"[('EXENUM <= 0.00', -0.19622397032037867), ('0.00 < BUSST <= 9.91', 0.1410123295772161), ('INDUSTRYPHY <= 10.00', 0.1224748306463911), ('registertype > 8.00', 0.10729943469064643), ('region_id > 348.50', -0.07321862467572793), ('taxtype1 <= 0.00', 0.0672577294637228), ('taxtype3 <= 0.00', 0.06114971224980767), ('taxtype0 <= 0.00', 0.06086920397198141), ('taxtype4 <= 0.00', 0.04727528035761527), ('taxtype5 <= 0.00', -0.034334108900271554)]"
1009860918,3,[0.02086002 0.02067816 0.02691932 0.9315425 ],"[('EXENUM <= 0.00', 0.21621410531038507), ('BUSST > 11.00', 0.18670485516461183), ('region_id > 348.50', 0.17370652333582043), ('registertype > 8.00', -0.16781918805620266), ('taxtype6 <= 0.00', 0.14627238645781124), ('certificate_num <= 0.00', 0.14068345551879696), ('taxtype0 <= 0.00', -0.12205689543573008), ('TRANSAM_delta <= 5.49', -0.0727808288378483), ('taxtype2 <= 0.00', 0.066476692369816), ('LIMPARNUM <= 0.00', -0.02398930626140111)]"
230488246,3,[0.02616073 0.07407053 0.01495922 0.88480952],"[('LIMPARNUM <= 0.00', 0.29872803383659785), ('BUSST > 11.00', 0.17359223062950288), ('registertype <= 8.00', 0.1691466180341351), ('taxtype6 <= 0.00', 0.1280299007766463), ('taxtype0 <= 0.00', 0.12688926344983248), ('certificate_num <= 0.00', 0.11849477456465199), ('honor_num <= 0.00', -0.10912931305784485), ('taxtype2 <= 0.00', 0.09460151967367553), ('entertype_tax <= -1.00', 0.07090196896574219), ('taxtype3 <= 0.00', 0.041645011021092054)]"
1137782788,1,[0.02211724 0.86811915 0.0305442  0.07921941],"[('0.00 < BUSST <= 9.91', 0.146591231852274), ('INDUSTRYPHY <= 10.00', 0.1292608666865894), ('registertype <= 8.00', -0.10847384188189321), ('taxtype4 <= 0.00', -0.09589197782265904), ('EXENUM <= 0.00', -0.09299475980490074), ('tax_dum <= 0.00', -0.08040038121031597), ('honor_num <= 0.00', -0.06873049452133212), ('taxtype2 <= 0.00', 0.06426553045187035), ('taxtype6 <= 0.00', -0.0609141906750837), ('taxtype3 <= 0.00', -0.04946740595613153)]"
50312061,3,[0.00709663 0.03914904 0.02002385 0.93373048],"[('BUSST > 11.00', 0.19743028081009176), ('region_id > 348.50', 0.17804680854796437), ('registertype > 8.00', -0.16000546770418797), ('certificate_num <= 0.00', 0.12551492697540848), ('taxtype4 <= 0.00', -0.112378530624597), ('ttype_abnormal_2 <= 0.00', 0.10317475536421278), ('TRANSAM_delta <= 5.49', -0.10085144519439972), ('taxtype6 <= 0.00', -0.10004437453760076), ('PROGRO <= 3076.90', -0.07979860817732384), ('honor_num <= 0.00', 0.07527380818133655)]"
765198885,1,[0.05727193 0.55781921 0.03248275 0.3524261 ],"[('0.00 < BUSST <= 9.91', 0.14129811932127725), ('taxtype4 <= 0.00', -0.11827529345572821), ('registertype > 8.00', 0.1071073024688551), ('INDUSTRYPHY <= 10.00', 0.10696569054094988), ('taxtype0 <= 0.00', 0.07994452731068911), ('region_id > 348.50', -0.07232173870724667), ('web_dum <= 0.00', -0.06790405083601357), ('taxtype1 <= 0.00', -0.051530177904014374), ('taxtype6 <= 0.00', 0.034684440108696396), ('taxtype2 <= 0.00', -0.02618844533442809)]"
1015273128,1,[0.05744349 0.61379675 0.24899985 0.07975991],"[('0.00 < BUSST <= 9.91', 0.14402482023246138), ('INDUSTRYPHY <= 10.00', 0.1213376325472641), ('registertype > 8.00', 0.09706062862767138), ('taxtype5 <= 0.00', -0.07811206342094684), ('region_id > 348.50', -0.07465013378642663), ('honor_num <= 0.00', 0.06303938635660564), ('LIMPARNUM <= 0.00', 0.05825115209402763), ('taxtype3 <= 0.00', 0.04793970541330956), ('taxtype6 <= 0.00', 0.0459286665086961), ('illegad_num <= 0.00', -0.04523443448883088)]"
160507891,1,[0.06553262 0.6291095  0.07288834 0.23246954],"[('0.00 < BUSST <= 9.91', 0.1411272149842805), ('INDUSTRYPHY <= 10.00', 0.12118943878119853), ('registertype > 8.00', 0.10772663169019125), ('taxtype6 <= 0.00', -0.09847886454578988), ('taxtype3 <= 0.00', -0.08067384359288589), ('region_id > 348.50', -0.07596728056984975), ('web_dum > 0.00', 0.06404439565877827), ('taxtype0 <= 0.00', 0.04767183695934475), ('EXENUM <= 0.00', -0.03590549116309699), ('honor_num <= 0.00', -0.018646439874869275)]"
600390945,4,[0.09159801 0.40897495 0.10864595 0.39078109],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
342041836,3,[0.08382106 0.09657562 0.09785525 0.72174807],"[('0.00 < BUSST <= 9.91', -0.31214091734184707), ('region_id > 348.50', 0.18581909590043189), ('registertype > 8.00', -0.16371533902409097), ('honor_num <= 0.00', -0.13884615596838046), ('certificate_num <= 0.00', 0.11780053554772292), ('taxtype1 <= 0.00', 0.11077035117641014), ('LIMPARNUM <= 0.00', -0.09512938358629468), ('taxtype2 <= 0.00', -0.09287413643848684), ('PROGRO <= 3076.90', 0.07790683905453051), ('taxtype3 <= 0.00', -0.014763139623757492)]"
411062596,3,[0.01446823 0.02520788 0.01231627 0.94800762],"[('taxtype1 <= 0.00', 0.23954713964185392), ('taxtype2 <= 0.00', 0.19509955153240988), ('region_id > 348.50', 0.17942847583274116), ('BUSST > 11.00', 0.16187779372053146), ('registertype > 8.00', -0.1471753326243341), ('tax_dum <= 0.00', 0.14520659682676929), ('honor_num <= 0.00', 0.13966386973567305), ('certificate_num <= 0.00', 0.13034276938394593), ('EXENUM <= 0.00', 0.11920229089096154), ('LIMPARNUM <= 0.00', 0.09741019809880991)]"
1232844192,1,[0.07638354 0.50678093 0.08823272 0.32860281],"[('0.00 < BUSST <= 9.91', 0.14677231148569989), ('INDUSTRYPHY <= 10.00', 0.12037565344995207), ('registertype > 8.00', 0.10403698800660477), ('taxtype5 <= 0.00', -0.07911348454425042), ('region_id > 348.50', -0.07294874533965871), ('EXENUM <= 0.00', 0.0651685709452554), ('web_dum <= 0.00', -0.050871888733535264), ('LIMPARNUM <= 0.00', 0.04549256072197972), ('taxtype3 <= 0.00', 0.04007341753877791), ('illegad_num <= 0.00', -0.03704919625015358)]"
348656579,3,[0.00844858 0.01489911 0.00901649 0.96763582],"[('BUSST > 11.00', 0.18546422462462167), ('taxtype1 <= 0.00', 0.18295205602443065), ('region_id > 348.50', 0.18220013932592694), ('registertype > 8.00', -0.14789010337341266), ('certificate_num <= 0.00', 0.1301361823949558), ('LIMPARNUM <= 0.00', 0.11944866512727617), ('taxtype2 <= 0.00', 0.11185451688934174), ('taxtype4 <= 0.00', -0.08229216287366424), ('taxtype0 <= 0.00', -0.052085553942509334), ('taxtype6 <= 0.00', 0.0351363926214445)]"
983049526,3,[0.08661197 0.18307084 0.11569719 0.61462   ],"[('0.00 < BUSST <= 9.91', -0.3313294771446831), ('region_id > 348.50', 0.19355541509359792), ('registertype > 8.00', -0.15937839931664843), ('certificate_num <= 0.00', 0.13248865146215655), ('taxtype6 <= 0.00', 0.09609485591411214), ('so1 <= 0.00', 0.07486031426531689), ('taxtype3 <= 0.00', -0.06790988367499665), ('-1.00 < entertype_tax <= 0.00', -0.05871188955944916), ('taxtype4 <= 0.00', -0.05265226864517675), ('LIMPARNUM <= 0.00', -0.0025178515410547047)]"
600045697,3,[0.0082017  0.03431638 0.01847279 0.93900913],"[('region_id > 348.50', 0.17413415723111375), ('BUSST > 11.00', 0.1712174600496109), ('registertype > 8.00', -0.15271977437085368), ('LIMPARNUM <= 0.00', 0.12719463298703945), ('certificate_num > 0.00', -0.11902688062434721), ('taxtype4 <= 0.00', 0.11816710396177983), ('so1 <= 0.00', 0.095260560833101), ('taxtype6 <= 0.00', -0.06404753324672767), ('honor_num <= 0.00', -0.060090165091771695), ('taxtype2 <= 0.00', 0.0522686364621209)]"
